"pop_id","individual"
12,750
12,751
12,752
12,753
12,754
12,755
12,756
12,757
12,758
12,759
12,760
12,761
12,762
12,763
12,764
12,765
12,766
12,767
12,768
12,769
12,770
12,771
12,772
12,773
12,774
12,775
12,776
12,777
12,778
12,779
13,780
13,781
13,782
13,783
13,784
13,785
13,786
13,787
13,788
13,789
13,790
13,791
13,792
13,793
13,794
13,795
13,796
13,797
13,798
13,799
13,800
13,801
13,802
13,803
13,804
13,805
13,806
13,807
13,808
13,809
13,810
13,811
13,812
13,813
13,814
13,815
13,816
13,817
13,818
13,819
13,820
13,821
13,822
13,823
13,824
13,825
13,826
13,827
13,828
13,829
14,830
14,831
14,832
14,833
14,834
14,835
14,836
14,837
14,838
14,839
14,840
14,841
14,842
14,843
14,844
14,845
14,846
14,847
14,848
14,849
14,850
14,851
14,852
14,853
14,854
14,855
14,856
14,857
14,858
14,859
14,860
14,861
14,862
14,863
14,864
14,865
14,866
14,867
14,868
14,869
14,870
14,871
14,872
14,873
14,874
14,875
14,876
14,877
14,878
14,879
15,880
15,881
15,882
15,883
15,884
15,885
15,886
15,887
15,888
15,889
15,890
15,891
15,892
15,893
15,894
15,895
15,896
15,897
15,898
15,899
15,900
15,901
15,902
15,903
15,904
15,905
15,906
15,907
15,908
15,909
15,910
15,911
15,912
15,913
15,914
15,915
15,916
15,917
15,918
15,919
15,920
15,921
15,922
15,923
15,924
15,925
15,926
15,927
15,928
15,929
16,930
16,931
16,932
16,933
16,934
16,935
16,936
16,937
16,938
16,939
16,940
16,941
16,942
16,943
16,944
16,945
16,946
16,947
16,948
16,949
16,950
16,951
16,952
16,953
16,954
16,955
16,956
16,957
16,958
16,959
16,960
16,961
16,962
16,963
16,964
16,965
16,966
16,967
16,968
16,969
16,970
16,971
16,972
16,973
16,974
16,975
16,976
16,977
16,978
16,979
17,980
17,981
17,982
17,983
17,984
17,985
17,986
17,987
17,988
17,989
17,990
17,991
17,992
17,993
17,994
17,995
17,996
17,997
17,998
17,999
17,1000
17,1001
17,1002
17,1003
17,1004
17,1005
17,1006
17,1007
17,1008
17,1009
17,1010
17,1011
17,1012
17,1013
17,1014
17,1015
17,1016
17,1017
17,1018
17,1019
17,1020
17,1021
17,1022
17,1023
17,1024
17,1025
17,1026
17,1027
17,1028
17,1029
18,1030
18,1031
18,1032
18,1033
18,1034
18,1035
18,1036
18,1037
18,1038
18,1039
18,1040
18,1041
18,1042
18,1043
18,1044
18,1045
18,1046
18,1047
18,1048
18,1049
18,1050
18,1051
18,1052
18,1053
18,1054
18,1055
18,1056
18,1057
18,1058
18,1059
18,1060
18,1061
18,1062
18,1063
18,1064
18,1065
18,1066
18,1067
18,1068
18,1069
18,1070
18,1071
18,1072
18,1073
18,1074
18,1075
18,1076
18,1077
18,1078
18,1079
